#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2002-01-05, 21:01:54
# Real time (s): 1213075.660
# Live time (s): 1209818.120
#
# Total counts:  221428538
#
# Left marker:  20 (7.086 keV)
# Right marker: 50 (17.695 keV)
# Counts:       4574772
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.012663
#     A1: 0.353645
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
4090	1446.421	5464	0.00451638
4091	1446.774	5629	0.00465277
4092	1447.128	5749	0.00475195
4093	1447.482	5591	0.00462136
4094	1447.835	5839	0.00482635
4095	1448.189	5769	0.00476849
4096	1448.543	5844	0.00483048
4097	1448.896	5959	0.00492553
4098	1449.250	5775	0.00477344
4099	1449.604	5882	0.00486189
4100	1449.957	5981	0.00494372
4101	1450.311	5868	0.00485032
4102	1450.665	6015	0.00497182
4103	1451.018	5902	0.00487842
4104	1451.372	5980	0.00494289
4105	1451.725	6049	0.00499993
4106	1452.079	6160	0.00509167
4107	1452.433	6160	0.00509167
4108	1452.786	6389	0.00528096
4109	1453.140	6300	0.00520739
4110	1453.494	6319	0.0052231
4111	1453.847	6343	0.00524294
4112	1454.201	6619	0.00547107
4113	1454.555	6903	0.00570582
4114	1454.908	6752	0.005581
4115	1455.262	7181	0.0059356
4116	1455.616	7582	0.00626706
4117	1455.969	8588	0.00709859
4118	1456.323	11351	0.0093824
4119	1456.677	16951	0.0140112
4120	1457.030	28826	0.0238267
4121	1457.384	53201	0.0439744
4122	1457.737	100168	0.0827959
4123	1458.091	190766	0.157682
4124	1458.445	369296	0.305249
4125	1458.798	706425	0.58391
4126	1459.152	1283641	1.06102
4127	1459.506	2124794	1.75629
4128	1459.859	3097943	2.56067
4129	1460.213	3883472	3.20996
4130	1460.567	4117323	3.40326
4131	1460.920	3674210	3.03699
4132	1461.274	2742853	2.26716
4133	1461.628	1706392	1.41045
4134	1461.981	884299	0.730935
4135	1462.335	380762	0.314727
4136	1462.688	137089	0.113314
4137	1463.042	41043	0.0339249
4138	1463.396	10606	0.00876661
4139	1463.749	2541	0.00210032
4140	1464.103	742	0.000613315
4141	1464.457	425	0.000351292
4142	1464.810	326	0.000269462
4143	1465.164	314	0.000259543
4144	1465.518	298	0.000246318
4145	1465.871	276	0.000228133
4146	1466.225	267	0.000220694
4147	1466.579	227	0.000187632
4148	1466.932	255	0.000210775
4149	1467.286	260	0.000214908
4150	1467.640	261	0.000215735
4151	1467.993	244	0.000201683
4152	1468.347	265	0.000219041
4153	1468.700	231	0.000190938
4154	1469.054	271	0.000224001
4155	1469.408	240	0.000198377
4156	1469.761	236	0.000195071
4157	1470.115	264	0.000218215
4158	1470.469	243	0.000200857
4159	1470.822	217	0.000179366
4160	1471.176	206	0.000170274
4161	1471.530	209	0.000172753
4162	1471.883	220	0.000181846
4163	1472.237	202	0.000166967
4164	1472.591	202	0.000166967
4165	1472.944	164	0.000135558
4166	1473.298	203	0.000167794
4167	1473.651	183	0.000151262
4168	1474.005	186	0.000153742
4169	1474.359	175	0.00014465
4170	1474.712	180	0.000148783
4171	1475.066	184	0.000152089
4172	1475.420	162	0.000133904
4173	1475.773	174	0.000143823
4174	1476.127	182	0.000150436
4175	1476.481	153	0.000126465
4176	1476.834	186	0.000153742
4177	1477.188	148	0.000122332
4178	1477.542	149	0.000123159
4179	1477.895	169	0.00013969
4180	1478.249	168	0.000138864
4181	1478.603	154	0.000127292
4182	1478.956	156	0.000128945
4183	1479.310	162	0.000133904
4184	1479.663	140	0.00011572
4185	1480.017	153	0.000126465
4186	1480.371	137	0.00011324
4187	1480.724	147	0.000121506
4188	1481.078	182	0.000150436
4189	1481.432	147	0.000121506
4190	1481.785	164	0.000135558
4191	1482.139	167	0.000138037
4192	1482.493	139	0.000114893
4193	1482.846	125	0.000103321
4194	1483.200	144	0.000119026
4195	1483.554	133	0.000109934
4196	1483.907	132	0.000109107
4197	1484.261	151	0.000124812
4198	1484.614	130	0.000107454
4199	1484.968	144	0.000119026
4200	1485.322	143	0.0001182
4201	1485.675	145	0.000119853
4202	1486.029	112	9.25759e-05
4203	1486.383	152	0.000125639
4204	1486.736	149	0.000123159
4205	1487.090	118	9.75353e-05
4206	1487.444	116	9.58822e-05
4207	1487.797	127	0.000104974
4208	1488.151	146	0.000120679
4209	1488.505	121	0.000100015
4210	1488.858	137	0.00011324
4211	1489.212	119	9.83619e-05
4212	1489.566	129	0.000106628
4213	1489.919	145	0.000119853
4214	1490.273	113	9.34025e-05
4215	1490.626	132	0.000109107
4216	1490.980	129	0.000106628
4217	1491.334	131	0.000108281
4218	1491.687	130	0.000107454
4219	1492.041	127	0.000104974
4220	1492.395	130	0.000107454
4221	1492.748	125	0.000103321
4222	1493.102	134	0.00011076
4223	1493.456	128	0.000105801
4224	1493.809	124	0.000102495
4225	1494.163	145	0.000119853
4226	1494.517	139	0.000114893
4227	1494.870	157	0.000129772
4228	1495.224	161	0.000133078
4229	1495.577	149	0.000123159
4230	1495.931	156	0.000128945
4231	1496.285	160	0.000132251
4232	1496.638	137	0.00011324
4233	1496.992	125	0.000103321
4234	1497.346	124	0.000102495
4235	1497.699	121	0.000100015
4236	1498.053	129	0.000106628
4237	1498.407	109	9.00962e-05
4238	1498.760	129	0.000106628
4239	1499.114	133	0.000109934
4240	1499.468	131	0.000108281
4241	1499.821	116	9.58822e-05
4242	1500.175	123	0.000101668
4243	1500.529	128	0.000105801
4244	1500.882	155	0.000128118
4245	1501.236	140	0.00011572
4246	1501.589	135	0.000111587
4247	1501.943	119	9.83619e-05
4248	1502.297	118	9.75353e-05
4249	1502.650	99	8.18305e-05
4250	1503.004	103	8.51368e-05
4251	1503.358	139	0.000114893
4252	1503.711	140	0.00011572
4253	1504.065	115	9.50556e-05
4254	1504.419	108	8.92696e-05
4255	1504.772	119	9.83619e-05
4256	1505.126	105	8.67899e-05
4257	1505.480	127	0.000104974
4258	1505.833	115	9.50556e-05
4259	1506.187	119	9.83619e-05
4260	1506.540	105	8.67899e-05
4261	1506.894	117	9.67088e-05
4262	1507.248	153	0.000126465
4263	1507.601	130	0.000107454
4264	1507.955	156	0.000128945
4265	1508.309	166	0.000137211
4266	1508.662	195	0.000161181
4267	1509.016	187	0.000154569
4268	1509.370	179	0.000147956
4269	1509.723	163	0.000134731
4270	1510.077	147	0.000121506
4271	1510.431	140	0.00011572
4272	1510.784	134	0.00011076
4273	1511.138	137	0.00011324
4274	1511.492	144	0.000119026
4275	1511.845	115	9.50556e-05
4276	1512.199	133	0.000109934
4277	1512.552	139	0.000114893
4278	1512.906	119	9.83619e-05
4279	1513.260	153	0.000126465
4280	1513.613	140	0.00011572
4281	1513.967	127	0.000104974
4282	1514.321	124	0.000102495
4283	1514.674	126	0.000104148
4284	1515.028	113	9.34025e-05
4285	1515.382	109	9.00962e-05
4286	1515.735	121	0.000100015
4287	1516.089	116	9.58822e-05
4288	1516.443	118	9.75353e-05
4289	1516.796	124	0.000102495
4290	1517.150	115	9.50556e-05
4291	1517.503	101	8.34836e-05
4292	1517.857	132	0.000109107
4293	1518.211	129	0.000106628
4294	1518.564	133	0.000109934
4295	1518.918	100	8.26571e-05
4296	1519.272	116	9.58822e-05
4297	1519.625	130	0.000107454
4298	1519.979	114	9.4229e-05
4299	1520.333	116	9.58822e-05
4300	1520.686	116	9.58822e-05
4301	1521.040	119	9.83619e-05
4302	1521.394	114	9.4229e-05
4303	1521.747	112	9.25759e-05
4304	1522.101	124	0.000102495
4305	1522.455	110	9.09228e-05
4306	1522.808	115	9.50556e-05
4307	1523.162	118	9.75353e-05
4308	1523.515	106	8.76165e-05
4309	1523.869	106	8.76165e-05
4310	1524.223	108	8.92696e-05
4311	1524.576	111	9.17493e-05
4312	1524.930	127	0.000104974
4313	1525.284	112	9.25759e-05
4314	1525.637	110	9.09228e-05
4315	1525.991	140	0.00011572
4316	1526.345	128	0.000105801
4317	1526.698	107	8.8443e-05
4318	1527.052	116	9.58822e-05
4319	1527.406	115	9.50556e-05
4320	1527.759	129	0.000106628
4321	1528.113	137	0.00011324
4322	1528.466	122	0.000100842
4323	1528.820	101	8.34836e-05
4324	1529.174	121	0.000100015
4325	1529.527	104	8.59633e-05
4326	1529.881	99	8.18305e-05
4327	1530.235	133	0.000109934
4328	1530.588	122	0.000100842
4329	1530.942	99	8.18305e-05
4330	1531.296	127	0.000104974
4331	1531.649	137	0.00011324
4332	1532.003	120	9.91885e-05
4333	1532.357	93	7.68711e-05
4334	1532.710	112	9.25759e-05
4335	1533.064	123	0.000101668
4336	1533.417	123	0.000101668
4337	1533.771	103	8.51368e-05
4338	1534.125	107	8.8443e-05
4339	1534.478	122	0.000100842
4340	1534.832	123	0.000101668
4341	1535.186	106	8.76165e-05
4342	1535.539	125	0.000103321
4343	1535.893	111	9.17493e-05
4344	1536.247	103	8.51368e-05
4345	1536.600	135	0.000111587
4346	1536.954	123	0.000101668
4347	1537.308	134	0.00011076
4348	1537.661	117	9.67088e-05
4349	1538.015	141	0.000116546
4350	1538.369	111	9.17493e-05
4351	1538.722	132	0.000109107
4352	1539.076	107	8.8443e-05
4353	1539.429	124	0.000102495
4354	1539.783	111	9.17493e-05
4355	1540.137	112	9.25759e-05
4356	1540.490	110	9.09228e-05
4357	1540.844	127	0.000104974
4358	1541.198	109	9.00962e-05
4359	1541.551	106	8.76165e-05
4360	1541.905	112	9.25759e-05
4361	1542.259	121	0.000100015
4362	1542.612	129	0.000106628
4363	1542.966	138	0.000114067
4364	1543.320	133	0.000109934
4365	1543.673	106	8.76165e-05
4366	1544.027	112	9.25759e-05
4367	1544.380	142	0.000117373
4368	1544.734	110	9.09228e-05
4369	1545.088	103	8.51368e-05
4370	1545.441	107	8.8443e-05
4371	1545.795	117	9.67088e-05
4372	1546.149	104	8.59633e-05
4373	1546.502	106	8.76165e-05
4374	1546.856	116	9.58822e-05
4375	1547.210	121	0.000100015
4376	1547.563	118	9.75353e-05
4377	1547.917	107	8.8443e-05
4378	1548.271	128	0.000105801
4379	1548.624	120	9.91885e-05
4380	1548.978	125	0.000103321
4381	1549.332	115	9.50556e-05
4382	1549.685	108	8.92696e-05
4383	1550.039	124	0.000102495
4384	1550.392	129	0.000106628
4385	1550.746	90	7.43913e-05
4386	1551.100	110	9.09228e-05
4387	1551.453	109	9.00962e-05
4388	1551.807	116	9.58822e-05
4389	1552.161	113	9.34025e-05
4390	1552.514	114	9.4229e-05
4391	1552.868	106	8.76165e-05
4392	1553.222	108	8.92696e-05
4393	1553.575	105	8.67899e-05
4394	1553.929	119	9.83619e-05
4395	1554.283	97	8.01773e-05
4396	1554.636	113	9.34025e-05
4397	1554.990	127	0.000104974
4398	1555.343	126	0.000104148
4399	1555.697	114	9.4229e-05
4400	1556.051	102	8.43102e-05
4401	1556.404	118	9.75353e-05
4402	1556.758	124	0.000102495
4403	1557.112	106	8.76165e-05
4404	1557.465	132	0.000109107
4405	1557.819	103	8.51368e-05
4406	1558.173	123	0.000101668
4407	1558.526	101	8.34836e-05
4408	1558.880	106	8.76165e-05
4409	1559.234	106	8.76165e-05
4410	1559.587	111	9.17493e-05
4411	1559.941	111	9.17493e-05
4412	1560.295	101	8.34836e-05
4413	1560.648	119	9.83619e-05
4414	1561.002	111	9.17493e-05
4415	1561.355	106	8.76165e-05
4416	1561.709	103	8.51368e-05
4417	1562.063	104	8.59633e-05
4418	1562.416	103	8.51368e-05
4419	1562.770	116	9.58822e-05
4420	1563.124	126	0.000104148
4421	1563.477	122	0.000100842
4422	1563.831	105	8.67899e-05
4423	1564.185	119	9.83619e-05
4424	1564.538	113	9.34025e-05
4425	1564.892	111	9.17493e-05
4426	1565.246	103	8.51368e-05
4427	1565.599	104	8.59633e-05
4428	1565.953	125	0.000103321
4429	1566.306	111	9.17493e-05
4430	1566.660	120	9.91885e-05
4431	1567.014	113	9.34025e-05
4432	1567.367	115	9.50556e-05
4433	1567.721	116	9.58822e-05
4434	1568.075	116	9.58822e-05
4435	1568.428	101	8.34836e-05
4436	1568.782	102	8.43102e-05
4437	1569.136	118	9.75353e-05
4438	1569.489	101	8.34836e-05
4439	1569.843	95	7.85242e-05
4440	1570.197	88	7.27382e-05
4441	1570.550	125	0.000103321
4442	1570.904	105	8.67899e-05
4443	1571.258	118	9.75353e-05
4444	1571.611	120	9.91885e-05
4445	1571.965	114	9.4229e-05
4446	1572.318	111	9.17493e-05
4447	1572.672	102	8.43102e-05
4448	1573.026	113	9.34025e-05
4449	1573.379	130	0.000107454
4450	1573.733	126	0.000104148
4451	1574.087	106	8.76165e-05
4452	1574.440	122	0.000100842
4453	1574.794	105	8.67899e-05
4454	1575.148	101	8.34836e-05
4455	1575.501	100	8.26571e-05
4456	1575.855	101	8.34836e-05
4457	1576.209	108	8.92696e-05
4458	1576.562	96	7.93508e-05
4459	1576.916	118	9.75353e-05
4460	1577.269	121	0.000100015
4461	1577.623	118	9.75353e-05
4462	1577.977	99	8.18305e-05
4463	1578.330	104	8.59633e-05
4464	1578.684	118	9.75353e-05
4465	1579.038	100	8.26571e-05
4466	1579.391	118	9.75353e-05
4467	1579.745	146	0.000120679
4468	1580.099	125	0.000103321
4469	1580.452	117	9.67088e-05
4470	1580.806	133	0.000109934
4471	1581.160	123	0.000101668
4472	1581.513	125	0.000103321
4473	1581.867	123	0.000101668
4474	1582.221	128	0.000105801
4475	1582.574	115	9.50556e-05
4476	1582.928	114	9.4229e-05
4477	1583.281	128	0.000105801
4478	1583.635	130	0.000107454
4479	1583.989	107	8.8443e-05
4480	1584.342	118	9.75353e-05
4481	1584.696	112	9.25759e-05
4482	1585.050	112	9.25759e-05
4483	1585.403	125	0.000103321
4484	1585.757	117	9.67088e-05
4485	1586.111	127	0.000104974
4486	1586.464	139	0.000114893
4487	1586.818	173	0.000142997
4488	1587.172	189	0.000156222
4489	1587.525	170	0.000140517
4490	1587.879	212	0.000175233
4491	1588.232	203	0.000167794
4492	1588.586	163	0.000134731
4493	1588.940	154	0.000127292
4494	1589.293	138	0.000114067
4495	1589.647	118	9.75353e-05
4496	1590.001	120	9.91885e-05
4497	1590.354	112	9.25759e-05
4498	1590.708	121	0.000100015
4499	1591.062	145	0.000119853
4500	1591.415	182	0.000150436
4501	1591.769	177	0.000146303
4502	1592.123	187	0.000154569
4503	1592.476	192	0.000158702
4504	1592.830	196	0.000162008
4505	1593.184	176	0.000145476
4506	1593.537	142	0.000117373
4507	1593.891	121	0.000100015
4508	1594.244	141	0.000116546
4509	1594.598	112	9.25759e-05
4510	1594.952	113	9.34025e-05
4511	1595.305	101	8.34836e-05
4512	1595.659	124	0.000102495
4513	1596.013	101	8.34836e-05
4514	1596.366	100	8.26571e-05
4515	1596.720	105	8.67899e-05
4516	1597.074	135	0.000111587
4517	1597.427	103	8.51368e-05
4518	1597.781	109	9.00962e-05
4519	1598.135	107	8.8443e-05
4520	1598.488	121	0.000100015
4521	1598.842	105	8.67899e-05
4522	1599.195	98	8.10039e-05
4523	1599.549	121	0.000100015
4524	1599.903	112	9.25759e-05
4525	1600.256	133	0.000109934
4526	1600.610	112	9.25759e-05
4527	1600.964	124	0.000102495
4528	1601.317	117	9.67088e-05
4529	1601.671	101	8.34836e-05
4530	1602.025	117	9.67088e-05
4531	1602.378	106	8.76165e-05
4532	1602.732	94	7.76976e-05
4533	1603.086	89	7.35648e-05
4534	1603.439	105	8.67899e-05
4535	1603.793	111	9.17493e-05
4536	1604.147	82	6.77788e-05
4537	1604.500	119	9.83619e-05
4538	1604.854	114	9.4229e-05
4539	1605.207	105	8.67899e-05
4540	1605.561	87	7.19116e-05
4541	1605.915	110	9.09228e-05
4542	1606.268	104	8.59633e-05
4543	1606.622	106	8.76165e-05
4544	1606.976	115	9.50556e-05
4545	1607.329	106	8.76165e-05
4546	1607.683	107	8.8443e-05
4547	1608.037	98	8.10039e-05
4548	1608.390	104	8.59633e-05
4549	1608.744	99	8.18305e-05
4550	1609.098	102	8.43102e-05
4551	1609.451	102	8.43102e-05
4552	1609.805	115	9.50556e-05
4553	1610.158	117	9.67088e-05
4554	1610.512	108	8.92696e-05
4555	1610.866	111	9.17493e-05
4556	1611.219	106	8.76165e-05
4557	1611.573	111	9.17493e-05
4558	1611.927	112	9.25759e-05
4559	1612.280	108	8.92696e-05
4560	1612.634	103	8.51368e-05
4561	1612.988	96	7.93508e-05
4562	1613.341	94	7.76976e-05
4563	1613.695	97	8.01773e-05
4564	1614.049	100	8.26571e-05
4565	1614.402	105	8.67899e-05
4566	1614.756	103	8.51368e-05
4567	1615.110	108	8.92696e-05
4568	1615.463	126	0.000104148
4569	1615.817	120	9.91885e-05
4570	1616.170	108	8.92696e-05
4571	1616.524	104	8.59633e-05
4572	1616.878	104	8.59633e-05
4573	1617.231	117	9.67088e-05
4574	1617.585	102	8.43102e-05
4575	1617.939	116	9.58822e-05
4576	1618.292	103	8.51368e-05
4577	1618.646	110	9.09228e-05
4578	1619.000	96	7.93508e-05
4579	1619.353	132	0.000109107
4580	1619.707	147	0.000121506
4581	1620.061	142	0.000117373
4582	1620.414	130	0.000107454
4583	1620.768	153	0.000126465
4584	1621.121	153	0.000126465
4585	1621.475	141	0.000116546
4586	1621.829	123	0.000101668
4587	1622.182	120	9.91885e-05
4588	1622.536	107	8.8443e-05
4589	1622.890	118	9.75353e-05
4590	1623.243	100	8.26571e-05
4591	1623.597	112	9.25759e-05
4592	1623.951	109	9.00962e-05
4593	1624.304	103	8.51368e-05
4594	1624.658	106	8.76165e-05
4595	1625.012	106	8.76165e-05
4596	1625.365	98	8.10039e-05
4597	1625.719	88	7.27382e-05
4598	1626.072	105	8.67899e-05
4599	1626.426	106	8.76165e-05
4600	1626.780	93	7.68711e-05
4601	1627.133	89	7.35648e-05
4602	1627.487	106	8.76165e-05
4603	1627.841	85	7.02585e-05
4604	1628.194	94	7.76976e-05
4605	1628.548	119	9.83619e-05
4606	1628.902	127	0.000104974
4607	1629.255	138	0.000114067
4608	1629.609	154	0.000127292
4609	1629.963	149	0.000123159
4610	1630.316	160	0.000132251
4611	1630.670	126	0.000104148
4612	1631.024	130	0.000107454
4613	1631.377	115	9.50556e-05
4614	1631.731	99	8.18305e-05
4615	1632.084	104	8.59633e-05
4616	1632.438	100	8.26571e-05
4617	1632.792	95	7.85242e-05
4618	1633.145	101	8.34836e-05
4619	1633.499	98	8.10039e-05
4620	1633.853	111	9.17493e-05
4621	1634.206	93	7.68711e-05
4622	1634.560	113	9.34025e-05
4623	1634.914	104	8.59633e-05
4624	1635.267	113	9.34025e-05
4625	1635.621	95	7.85242e-05
4626	1635.975	106	8.76165e-05
4627	1636.328	100	8.26571e-05
4628	1636.682	107	8.8443e-05
4629	1637.035	97	8.01773e-05
4630	1637.389	126	0.000104148
4631	1637.743	129	0.000106628
4632	1638.096	118	9.75353e-05
4633	1638.450	116	9.58822e-05
4634	1638.804	117	9.67088e-05
4635	1639.157	104	8.59633e-05
4636	1639.511	81	6.69522e-05
4637	1639.865	91	7.52179e-05
4638	1640.218	102	8.43102e-05
4639	1640.572	105	8.67899e-05
4640	1640.926	115	9.50556e-05
4641	1641.279	113	9.34025e-05
4642	1641.633	89	7.35648e-05
4643	1641.987	95	7.85242e-05
4644	1642.340	115	9.50556e-05
4645	1642.694	94	7.76976e-05
4646	1643.047	103	8.51368e-05
4647	1643.401	94	7.76976e-05
4648	1643.755	110	9.09228e-05
4649	1644.108	92	7.60445e-05
4650	1644.462	98	8.10039e-05
4651	1644.816	119	9.83619e-05
4652	1645.169	116	9.58822e-05
4653	1645.523	110	9.09228e-05
4654	1645.877	90	7.43913e-05
4655	1646.230	104	8.59633e-05
4656	1646.584	104	8.59633e-05
4657	1646.938	96	7.93508e-05
4658	1647.291	94	7.76976e-05
4659	1647.645	96	7.93508e-05
4660	1647.998	104	8.59633e-05
4661	1648.352	98	8.10039e-05
4662	1648.706	102	8.43102e-05
4663	1649.059	106	8.76165e-05
4664	1649.413	82	6.77788e-05
4665	1649.767	101	8.34836e-05
4666	1650.120	90	7.43913e-05
4667	1650.474	102	8.43102e-05
4668	1650.828	93	7.68711e-05
4669	1651.181	98	8.10039e-05
4670	1651.535	89	7.35648e-05
4671	1651.889	110	9.09228e-05
4672	1652.242	100	8.26571e-05
4673	1652.596	109	9.00962e-05
4674	1652.950	107	8.8443e-05
4675	1653.303	106	8.76165e-05
4676	1653.657	96	7.93508e-05
4677	1654.010	83	6.86054e-05
4678	1654.364	106	8.76165e-05
4679	1654.718	98	8.10039e-05
4680	1655.071	83	6.86054e-05
4681	1655.425	119	9.83619e-05
4682	1655.779	82	6.77788e-05
4683	1656.132	105	8.67899e-05
4684	1656.486	95	7.85242e-05
4685	1656.840	99	8.18305e-05
4686	1657.193	105	8.67899e-05
4687	1657.547	95	7.85242e-05
4688	1657.901	97	8.01773e-05
4689	1658.254	91	7.52179e-05
4690	1658.608	101	8.34836e-05
4691	1658.961	112	9.25759e-05
4692	1659.315	96	7.93508e-05
4693	1659.669	98	8.10039e-05
4694	1660.022	128	0.000105801
4695	1660.376	126	0.000104148
4696	1660.730	124	0.000102495
4697	1661.083	110	9.09228e-05
4698	1661.437	107	8.8443e-05
4699	1661.791	118	9.75353e-05
4700	1662.144	117	9.67088e-05
4701	1662.498	121	0.000100015
4702	1662.852	126	0.000104148
4703	1663.205	87	7.19116e-05
4704	1663.559	91	7.52179e-05
4705	1663.913	85	7.02585e-05
4706	1664.266	95	7.85242e-05
4707	1664.620	88	7.27382e-05
4708	1664.973	94	7.76976e-05
4709	1665.327	104	8.59633e-05
4710	1665.681	98	8.10039e-05
4711	1666.034	125	0.000103321
4712	1666.388	107	8.8443e-05
4713	1666.742	106	8.76165e-05
4714	1667.095	78	6.44725e-05
4715	1667.449	99	8.18305e-05
4716	1667.803	96	7.93508e-05
4717	1668.156	91	7.52179e-05
4718	1668.510	95	7.85242e-05
4719	1668.864	103	8.51368e-05
4720	1669.217	106	8.76165e-05
4721	1669.571	101	8.34836e-05
4722	1669.924	97	8.01773e-05
4723	1670.278	98	8.10039e-05
4724	1670.632	118	9.75353e-05
4725	1670.985	102	8.43102e-05
4726	1671.339	71	5.86865e-05
4727	1671.693	105	8.67899e-05
4728	1672.046	84	6.94319e-05
4729	1672.400	104	8.59633e-05
4730	1672.754	97	8.01773e-05
4731	1673.107	89	7.35648e-05
4732	1673.461	91	7.52179e-05
4733	1673.815	77	6.36459e-05
4734	1674.168	103	8.51368e-05
4735	1674.522	96	7.93508e-05
4736	1674.876	89	7.35648e-05
4737	1675.229	89	7.35648e-05
4738	1675.583	98	8.10039e-05
4739	1675.936	102	8.43102e-05
4740	1676.290	67	5.53802e-05
4741	1676.644	106	8.76165e-05
4742	1676.997	90	7.43913e-05
4743	1677.351	105	8.67899e-05
4744	1677.705	89	7.35648e-05
4745	1678.058	99	8.18305e-05
4746	1678.412	107	8.8443e-05
4747	1678.766	87	7.19116e-05
4748	1679.119	82	6.77788e-05
4749	1679.473	93	7.68711e-05
4750	1679.827	86	7.10851e-05
4751	1680.180	98	8.10039e-05
4752	1680.534	85	7.02585e-05
4753	1680.887	101	8.34836e-05
4754	1681.241	97	8.01773e-05
4755	1681.595	109	9.00962e-05
4756	1681.948	100	8.26571e-05
4757	1682.302	88	7.27382e-05
4758	1682.656	104	8.59633e-05
4759	1683.009	96	7.93508e-05
4760	1683.363	111	9.17493e-05
4761	1683.717	101	8.34836e-05
4762	1684.070	122	0.000100842
4763	1684.424	84	6.94319e-05
4764	1684.778	105	8.67899e-05
4765	1685.131	109	9.00962e-05
4766	1685.485	86	7.10851e-05
4767	1685.839	97	8.01773e-05
4768	1686.192	96	7.93508e-05
4769	1686.546	102	8.43102e-05
4770	1686.899	89	7.35648e-05
4771	1687.253	108	8.92696e-05
4772	1687.607	103	8.51368e-05
4773	1687.960	88	7.27382e-05
4774	1688.314	87	7.19116e-05
4775	1688.668	100	8.26571e-05
4776	1689.021	117	9.67088e-05
4777	1689.375	84	6.94319e-05
4778	1689.729	104	8.59633e-05
4779	1690.082	89	7.35648e-05
4780	1690.436	106	8.76165e-05
4781	1690.790	108	8.92696e-05
4782	1691.143	103	8.51368e-05
4783	1691.497	100	8.26571e-05
4784	1691.850	109	9.00962e-05
4785	1692.204	93	7.68711e-05
4786	1692.558	106	8.76165e-05
4787	1692.911	112	9.25759e-05
4788	1693.265	77	6.36459e-05
4789	1693.619	108	8.92696e-05
4790	1693.972	97	8.01773e-05
4791	1694.326	94	7.76976e-05
4792	1694.680	112	9.25759e-05
4793	1695.033	101	8.34836e-05
4794	1695.387	86	7.10851e-05
4795	1695.741	117	9.67088e-05
4796	1696.094	101	8.34836e-05
4797	1696.448	107	8.8443e-05
4798	1696.802	92	7.60445e-05
4799	1697.155	101	8.34836e-05
4800	1697.509	92	7.60445e-05
4801	1697.862	105	8.67899e-05
4802	1698.216	98	8.10039e-05
4803	1698.570	99	8.18305e-05
4804	1698.923	77	6.36459e-05
4805	1699.277	103	8.51368e-05
4806	1699.631	80	6.61256e-05
4807	1699.984	86	7.10851e-05
4808	1700.338	103	8.51368e-05
4809	1700.692	106	8.76165e-05
4810	1701.045	93	7.68711e-05
4811	1701.399	92	7.60445e-05
4812	1701.753	82	6.77788e-05
4813	1702.106	78	6.44725e-05
4814	1702.460	93	7.68711e-05
4815	1702.813	92	7.60445e-05
4816	1703.167	88	7.27382e-05
4817	1703.521	93	7.68711e-05
4818	1703.874	92	7.60445e-05
4819	1704.228	102	8.43102e-05
4820	1704.582	78	6.44725e-05
4821	1704.935	99	8.18305e-05
4822	1705.289	87	7.19116e-05
4823	1705.643	98	8.10039e-05
4824	1705.996	82	6.77788e-05
4825	1706.350	94	7.76976e-05
4826	1706.704	105	8.67899e-05
4827	1707.057	112	9.25759e-05
4828	1707.411	83	6.86054e-05
4829	1707.764	91	7.52179e-05
4830	1708.118	82	6.77788e-05
4831	1708.472	85	7.02585e-05
4832	1708.825	100	8.26571e-05
4833	1709.179	98	8.10039e-05
4834	1709.533	101	8.34836e-05
4835	1709.886	88	7.27382e-05
4836	1710.240	91	7.52179e-05
4837	1710.594	103	8.51368e-05
4838	1710.947	80	6.61256e-05
4839	1711.301	96	7.93508e-05
4840	1711.655	87	7.19116e-05
4841	1712.008	81	6.69522e-05
4842	1712.362	91	7.52179e-05
4843	1712.716	85	7.02585e-05
4844	1713.069	94	7.76976e-05
4845	1713.423	105	8.67899e-05
4846	1713.776	103	8.51368e-05
4847	1714.130	92	7.60445e-05
4848	1714.484	96	7.93508e-05
4849	1714.837	87	7.19116e-05
4850	1715.191	89	7.35648e-05
4851	1715.545	92	7.60445e-05
4852	1715.898	94	7.76976e-05
4853	1716.252	117	9.67088e-05
4854	1716.606	97	8.01773e-05
4855	1716.959	95	7.85242e-05
4856	1717.313	107	8.8443e-05
4857	1717.667	85	7.02585e-05
4858	1718.020	108	8.92696e-05
4859	1718.374	101	8.34836e-05
4860	1718.727	82	6.77788e-05
4861	1719.081	78	6.44725e-05
4862	1719.435	107	8.8443e-05
4863	1719.788	98	8.10039e-05
4864	1720.142	86	7.10851e-05
4865	1720.496	123	0.000101668
4866	1720.849	99	8.18305e-05
4867	1721.203	90	7.43913e-05
4868	1721.557	78	6.44725e-05
4869	1721.910	99	8.18305e-05
4870	1722.264	99	8.18305e-05
4871	1722.618	87	7.19116e-05
4872	1722.971	98	8.10039e-05
4873	1723.325	97	8.01773e-05
4874	1723.679	103	8.51368e-05
4875	1724.032	98	8.10039e-05
4876	1724.386	90	7.43913e-05
4877	1724.739	84	6.94319e-05
4878	1725.093	78	6.44725e-05
4879	1725.447	109	9.00962e-05
4880	1725.800	105	8.67899e-05
