#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2002-01-05, 21:01:54
# Real time (s): 1213075.660
# Live time (s): 1209818.120
#
# Total counts:  221428538
#
# Left marker:  20 (7.086 keV)
# Right marker: 50 (17.695 keV)
# Counts:       4574772
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.012663
#     A1: 0.353645
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
4881	1726.154	102	8.43102e-05
4882	1726.508	89	7.35648e-05
4883	1726.861	98	8.10039e-05
4884	1727.215	84	6.94319e-05
4885	1727.569	119	9.83619e-05
4886	1727.922	132	0.000109107
4887	1728.276	147	0.000121506
4888	1728.630	160	0.000132251
4889	1728.983	175	0.00014465
4890	1729.337	180	0.000148783
4891	1729.690	150	0.000123986
4892	1730.044	166	0.000137211
4893	1730.398	145	0.000119853
4894	1730.751	101	8.34836e-05
4895	1731.105	124	0.000102495
4896	1731.459	105	8.67899e-05
4897	1731.812	83	6.86054e-05
4898	1732.166	93	7.68711e-05
4899	1732.520	95	7.85242e-05
4900	1732.873	104	8.59633e-05
4901	1733.227	99	8.18305e-05
4902	1733.581	86	7.10851e-05
4903	1733.934	103	8.51368e-05
4904	1734.288	96	7.93508e-05
4905	1734.642	90	7.43913e-05
4906	1734.995	83	6.86054e-05
4907	1735.349	85	7.02585e-05
4908	1735.702	95	7.85242e-05
4909	1736.056	90	7.43913e-05
4910	1736.410	100	8.26571e-05
4911	1736.763	93	7.68711e-05
4912	1737.117	84	6.94319e-05
4913	1737.471	109	9.00962e-05
4914	1737.824	92	7.60445e-05
4915	1738.178	104	8.59633e-05
4916	1738.532	96	7.93508e-05
4917	1738.885	105	8.67899e-05
4918	1739.239	82	6.77788e-05
4919	1739.593	100	8.26571e-05
4920	1739.946	93	7.68711e-05
4921	1740.300	103	8.51368e-05
4922	1740.653	98	8.10039e-05
4923	1741.007	101	8.34836e-05
4924	1741.361	84	6.94319e-05
4925	1741.714	99	8.18305e-05
4926	1742.068	85	7.02585e-05
4927	1742.422	91	7.52179e-05
4928	1742.775	96	7.93508e-05
4929	1743.129	82	6.77788e-05
4930	1743.483	93	7.68711e-05
4931	1743.836	93	7.68711e-05
4932	1744.190	90	7.43913e-05
4933	1744.544	103	8.51368e-05
4934	1744.897	103	8.51368e-05
4935	1745.251	88	7.27382e-05
4936	1745.605	91	7.52179e-05
4937	1745.958	99	8.18305e-05
4938	1746.312	91	7.52179e-05
4939	1746.665	93	7.68711e-05
4940	1747.019	84	6.94319e-05
4941	1747.373	93	7.68711e-05
4942	1747.726	88	7.27382e-05
4943	1748.080	85	7.02585e-05
4944	1748.434	91	7.52179e-05
4945	1748.787	75	6.19928e-05
4946	1749.141	105	8.67899e-05
4947	1749.495	85	7.02585e-05
4948	1749.848	88	7.27382e-05
4949	1750.202	87	7.19116e-05
4950	1750.556	97	8.01773e-05
4951	1750.909	89	7.35648e-05
4952	1751.263	95	7.85242e-05
4953	1751.616	106	8.76165e-05
4954	1751.970	82	6.77788e-05
4955	1752.324	80	6.61256e-05
4956	1752.677	82	6.77788e-05
4957	1753.031	92	7.60445e-05
4958	1753.385	94	7.76976e-05
4959	1753.738	95	7.85242e-05
4960	1754.092	84	6.94319e-05
4961	1754.446	79	6.52991e-05
4962	1754.799	80	6.61256e-05
4963	1755.153	101	8.34836e-05
4964	1755.507	98	8.10039e-05
4965	1755.860	76	6.28194e-05
4966	1756.214	83	6.86054e-05
4967	1756.568	97	8.01773e-05
4968	1756.921	82	6.77788e-05
4969	1757.275	74	6.11662e-05
4970	1757.628	99	8.18305e-05
4971	1757.982	86	7.10851e-05
4972	1758.336	99	8.18305e-05
4973	1758.689	86	7.10851e-05
4974	1759.043	85	7.02585e-05
4975	1759.397	78	6.44725e-05
4976	1759.750	80	6.61256e-05
4977	1760.104	95	7.85242e-05
4978	1760.458	95	7.85242e-05
4979	1760.811	109	9.00962e-05
4980	1761.165	99	8.18305e-05
4981	1761.519	115	9.50556e-05
4982	1761.872	149	0.000123159
4983	1762.226	182	0.000150436
4984	1762.579	195	0.000161181
4985	1762.933	280	0.00023144
4986	1763.287	335	0.000276901
4987	1763.640	402	0.000332281
4988	1763.994	494	0.000408326
4989	1764.348	562	0.000464533
4990	1764.701	463	0.000382702
4991	1765.055	380	0.000314097
4992	1765.409	304	0.000251277
4993	1765.762	182	0.000150436
4994	1766.116	130	0.000107454
4995	1766.470	116	9.58822e-05
4996	1766.823	90	7.43913e-05
4997	1767.177	83	6.86054e-05
4998	1767.531	92	7.60445e-05
4999	1767.884	88	7.27382e-05
5000	1768.238	98	8.10039e-05
5001	1768.591	90	7.43913e-05
5002	1768.945	88	7.27382e-05
5003	1769.299	95	7.85242e-05
5004	1769.652	97	8.01773e-05
5005	1770.006	88	7.27382e-05
5006	1770.360	93	7.68711e-05
5007	1770.713	72	5.95131e-05
5008	1771.067	87	7.19116e-05
5009	1771.421	89	7.35648e-05
5010	1771.774	83	6.86054e-05
5011	1772.128	99	8.18305e-05
5012	1772.482	74	6.11662e-05
5013	1772.835	87	7.19116e-05
5014	1773.189	75	6.19928e-05
5015	1773.542	76	6.28194e-05
5016	1773.896	102	8.43102e-05
5017	1774.250	79	6.52991e-05
5018	1774.603	87	7.19116e-05
5019	1774.957	79	6.52991e-05
5020	1775.311	86	7.10851e-05
5021	1775.664	98	8.10039e-05
5022	1776.018	76	6.28194e-05
5023	1776.372	89	7.35648e-05
5024	1776.725	83	6.86054e-05
5025	1777.079	88	7.27382e-05
5026	1777.433	83	6.86054e-05
5027	1777.786	78	6.44725e-05
5028	1778.140	87	7.19116e-05
5029	1778.494	98	8.10039e-05
5030	1778.847	82	6.77788e-05
5031	1779.201	96	7.93508e-05
5032	1779.554	80	6.61256e-05
5033	1779.908	75	6.19928e-05
5034	1780.262	83	6.86054e-05
5035	1780.615	91	7.52179e-05
5036	1780.969	67	5.53802e-05
5037	1781.323	87	7.19116e-05
5038	1781.676	79	6.52991e-05
5039	1782.030	85	7.02585e-05
5040	1782.384	72	5.95131e-05
5041	1782.737	92	7.60445e-05
5042	1783.091	92	7.60445e-05
5043	1783.445	79	6.52991e-05
5044	1783.798	81	6.69522e-05
5045	1784.152	79	6.52991e-05
5046	1784.505	77	6.36459e-05
5047	1784.859	107	8.8443e-05
5048	1785.213	97	8.01773e-05
5049	1785.566	101	8.34836e-05
5050	1785.920	70	5.78599e-05
5051	1786.274	92	7.60445e-05
5052	1786.627	96	7.93508e-05
5053	1786.981	80	6.61256e-05
5054	1787.335	88	7.27382e-05
5055	1787.688	92	7.60445e-05
5056	1788.042	88	7.27382e-05
5057	1788.396	71	5.86865e-05
5058	1788.749	72	5.95131e-05
5059	1789.103	69	5.70334e-05
5060	1789.456	95	7.85242e-05
5061	1789.810	80	6.61256e-05
5062	1790.164	79	6.52991e-05
5063	1790.517	83	6.86054e-05
5064	1790.871	91	7.52179e-05
5065	1791.225	91	7.52179e-05
5066	1791.578	82	6.77788e-05
5067	1791.932	105	8.67899e-05
5068	1792.286	102	8.43102e-05
5069	1792.639	94	7.76976e-05
5070	1792.993	84	6.94319e-05
5071	1793.347	88	7.27382e-05
5072	1793.700	89	7.35648e-05
5073	1794.054	89	7.35648e-05
5074	1794.408	103	8.51368e-05
5075	1794.761	71	5.86865e-05
5076	1795.115	94	7.76976e-05
5077	1795.468	75	6.19928e-05
5078	1795.822	85	7.02585e-05
5079	1796.176	74	6.11662e-05
5080	1796.529	95	7.85242e-05
5081	1796.883	80	6.61256e-05
5082	1797.237	77	6.36459e-05
5083	1797.590	86	7.10851e-05
5084	1797.944	68	5.62068e-05
5085	1798.298	83	6.86054e-05
5086	1798.651	94	7.76976e-05
5087	1799.005	83	6.86054e-05
5088	1799.359	71	5.86865e-05
5089	1799.712	93	7.68711e-05
5090	1800.066	77	6.36459e-05
5091	1800.419	83	6.86054e-05
5092	1800.773	82	6.77788e-05
5093	1801.127	90	7.43913e-05
5094	1801.480	77	6.36459e-05
5095	1801.834	78	6.44725e-05
5096	1802.188	97	8.01773e-05
5097	1802.541	83	6.86054e-05
5098	1802.895	90	7.43913e-05
5099	1803.249	82	6.77788e-05
5100	1803.602	82	6.77788e-05
5101	1803.956	87	7.19116e-05
5102	1804.310	94	7.76976e-05
5103	1804.663	81	6.69522e-05
5104	1805.017	77	6.36459e-05
5105	1805.371	98	8.10039e-05
5106	1805.724	83	6.86054e-05
5107	1806.078	79	6.52991e-05
5108	1806.431	87	7.19116e-05
5109	1806.785	85	7.02585e-05
5110	1807.139	79	6.52991e-05
5111	1807.492	91	7.52179e-05
5112	1807.846	77	6.36459e-05
5113	1808.200	82	6.77788e-05
5114	1808.553	83	6.86054e-05
5115	1808.907	90	7.43913e-05
5116	1809.261	78	6.44725e-05
5117	1809.614	89	7.35648e-05
5118	1809.968	69	5.70334e-05
5119	1810.322	91	7.52179e-05
5120	1810.675	84	6.94319e-05
5121	1811.029	70	5.78599e-05
5122	1811.382	103	8.51368e-05
5123	1811.736	94	7.76976e-05
5124	1812.090	92	7.60445e-05
5125	1812.443	83	6.86054e-05
5126	1812.797	88	7.27382e-05
5127	1813.151	79	6.52991e-05
5128	1813.504	85	7.02585e-05
5129	1813.858	80	6.61256e-05
5130	1814.212	71	5.86865e-05
5131	1814.565	83	6.86054e-05
5132	1814.919	83	6.86054e-05
5133	1815.273	96	7.93508e-05
5134	1815.626	94	7.76976e-05
5135	1815.980	109	9.00962e-05
5136	1816.334	90	7.43913e-05
5137	1816.687	75	6.19928e-05
5138	1817.041	79	6.52991e-05
5139	1817.394	84	6.94319e-05
5140	1817.748	82	6.77788e-05
5141	1818.102	81	6.69522e-05
5142	1818.455	80	6.61256e-05
5143	1818.809	92	7.60445e-05
5144	1819.163	81	6.69522e-05
5145	1819.516	81	6.69522e-05
5146	1819.870	91	7.52179e-05
5147	1820.224	78	6.44725e-05
5148	1820.577	73	6.03396e-05
5149	1820.931	73	6.03396e-05
5150	1821.285	82	6.77788e-05
5151	1821.638	83	6.86054e-05
5152	1821.992	91	7.52179e-05
5153	1822.345	87	7.19116e-05
5154	1822.699	87	7.19116e-05
5155	1823.053	89	7.35648e-05
5156	1823.406	86	7.10851e-05
5157	1823.760	97	8.01773e-05
5158	1824.114	89	7.35648e-05
5159	1824.467	65	5.37271e-05
5160	1824.821	79	6.52991e-05
5161	1825.175	97	8.01773e-05
5162	1825.528	85	7.02585e-05
5163	1825.882	86	7.10851e-05
5164	1826.236	77	6.36459e-05
5165	1826.589	91	7.52179e-05
5166	1826.943	76	6.28194e-05
5167	1827.297	79	6.52991e-05
5168	1827.650	68	5.62068e-05
5169	1828.004	80	6.61256e-05
5170	1828.357	95	7.85242e-05
5171	1828.711	76	6.28194e-05
5172	1829.065	78	6.44725e-05
5173	1829.418	92	7.60445e-05
5174	1829.772	85	7.02585e-05
5175	1830.126	75	6.19928e-05
5176	1830.479	83	6.86054e-05
5177	1830.833	85	7.02585e-05
5178	1831.187	73	6.03396e-05
5179	1831.540	86	7.10851e-05
5180	1831.894	77	6.36459e-05
5181	1832.248	88	7.27382e-05
5182	1832.601	82	6.77788e-05
5183	1832.955	92	7.60445e-05
5184	1833.308	81	6.69522e-05
5185	1833.662	65	5.37271e-05
5186	1834.016	80	6.61256e-05
5187	1834.369	84	6.94319e-05
5188	1834.723	85	7.02585e-05
5189	1835.077	78	6.44725e-05
5190	1835.430	91	7.52179e-05
5191	1835.784	88	7.27382e-05
5192	1836.138	90	7.43913e-05
5193	1836.491	75	6.19928e-05
5194	1836.845	83	6.86054e-05
5195	1837.199	67	5.53802e-05
5196	1837.552	89	7.35648e-05
5197	1837.906	78	6.44725e-05
5198	1838.260	85	7.02585e-05
5199	1838.613	84	6.94319e-05
5200	1838.967	67	5.53802e-05
5201	1839.320	78	6.44725e-05
5202	1839.674	82	6.77788e-05
5203	1840.028	81	6.69522e-05
5204	1840.381	83	6.86054e-05
5205	1840.735	70	5.78599e-05
5206	1841.089	92	7.60445e-05
5207	1841.442	77	6.36459e-05
5208	1841.796	86	7.10851e-05
5209	1842.150	81	6.69522e-05
5210	1842.503	70	5.78599e-05
5211	1842.857	76	6.28194e-05
5212	1843.211	85	7.02585e-05
5213	1843.564	102	8.43102e-05
5214	1843.918	81	6.69522e-05
5215	1844.271	75	6.19928e-05
5216	1844.625	73	6.03396e-05
5217	1844.979	98	8.10039e-05
5218	1845.332	103	8.51368e-05
5219	1845.686	102	8.43102e-05
5220	1846.040	125	0.000103321
5221	1846.393	109	9.00962e-05
5222	1846.747	114	9.4229e-05
5223	1847.101	141	0.000116546
5224	1847.454	140	0.00011572
5225	1847.808	122	0.000100842
5226	1848.162	112	9.25759e-05
5227	1848.515	94	7.76976e-05
5228	1848.869	88	7.27382e-05
5229	1849.223	96	7.93508e-05
5230	1849.576	111	9.17493e-05
5231	1849.930	74	6.11662e-05
5232	1850.283	79	6.52991e-05
5233	1850.637	89	7.35648e-05
5234	1850.991	73	6.03396e-05
5235	1851.344	87	7.19116e-05
5236	1851.698	81	6.69522e-05
5237	1852.052	81	6.69522e-05
5238	1852.405	93	7.68711e-05
5239	1852.759	74	6.11662e-05
5240	1853.113	77	6.36459e-05
5241	1853.466	75	6.19928e-05
5242	1853.820	67	5.53802e-05
5243	1854.174	67	5.53802e-05
5244	1854.527	82	6.77788e-05
5245	1854.881	101	8.34836e-05
5246	1855.234	83	6.86054e-05
5247	1855.588	77	6.36459e-05
5248	1855.942	90	7.43913e-05
5249	1856.295	68	5.62068e-05
5250	1856.649	81	6.69522e-05
5251	1857.003	92	7.60445e-05
5252	1857.356	77	6.36459e-05
5253	1857.710	92	7.60445e-05
5254	1858.064	82	6.77788e-05
5255	1858.417	77	6.36459e-05
5256	1858.771	69	5.70334e-05
5257	1859.125	81	6.69522e-05
5258	1859.478	94	7.76976e-05
5259	1859.832	91	7.52179e-05
5260	1860.186	81	6.69522e-05
5261	1860.539	64	5.29005e-05
5262	1860.893	93	7.68711e-05
5263	1861.246	81	6.69522e-05
5264	1861.600	85	7.02585e-05
5265	1861.954	81	6.69522e-05
5266	1862.307	86	7.10851e-05
5267	1862.661	82	6.77788e-05
5268	1863.015	76	6.28194e-05
5269	1863.368	82	6.77788e-05
5270	1863.722	82	6.77788e-05
5271	1864.076	95	7.85242e-05
5272	1864.429	88	7.27382e-05
5273	1864.783	83	6.86054e-05
5274	1865.137	87	7.19116e-05
5275	1865.490	87	7.19116e-05
5276	1865.844	76	6.28194e-05
5277	1866.197	75	6.19928e-05
5278	1866.551	67	5.53802e-05
5279	1866.905	65	5.37271e-05
5280	1867.258	83	6.86054e-05
5281	1867.612	72	5.95131e-05
5282	1867.966	63	5.20739e-05
5283	1868.319	74	6.11662e-05
5284	1868.673	72	5.95131e-05
5285	1869.027	76	6.28194e-05
5286	1869.380	79	6.52991e-05
5287	1869.734	96	7.93508e-05
5288	1870.088	83	6.86054e-05
5289	1870.441	73	6.03396e-05
5290	1870.795	90	7.43913e-05
5291	1871.148	77	6.36459e-05
5292	1871.502	75	6.19928e-05
5293	1871.856	69	5.70334e-05
5294	1872.209	83	6.86054e-05
5295	1872.563	90	7.43913e-05
5296	1872.917	93	7.68711e-05
5297	1873.270	87	7.19116e-05
5298	1873.624	86	7.10851e-05
5299	1873.978	97	8.01773e-05
5300	1874.331	98	8.10039e-05
5301	1874.685	79	6.52991e-05
5302	1875.039	87	7.19116e-05
5303	1875.392	78	6.44725e-05
5304	1875.746	77	6.36459e-05
5305	1876.100	70	5.78599e-05
5306	1876.453	81	6.69522e-05
5307	1876.807	76	6.28194e-05
5308	1877.160	56	4.62879e-05
5309	1877.514	85	7.02585e-05
5310	1877.868	69	5.70334e-05
5311	1878.221	93	7.68711e-05
5312	1878.575	70	5.78599e-05
5313	1878.929	78	6.44725e-05
5314	1879.282	73	6.03396e-05
5315	1879.636	81	6.69522e-05
5316	1879.990	76	6.28194e-05
5317	1880.343	88	7.27382e-05
5318	1880.697	91	7.52179e-05
5319	1881.051	74	6.11662e-05
5320	1881.404	78	6.44725e-05
5321	1881.758	72	5.95131e-05
5322	1882.111	67	5.53802e-05
5323	1882.465	71	5.86865e-05
5324	1882.819	89	7.35648e-05
5325	1883.172	79	6.52991e-05
5326	1883.526	84	6.94319e-05
5327	1883.880	85	7.02585e-05
5328	1884.233	63	5.20739e-05
5329	1884.587	82	6.77788e-05
5330	1884.941	72	5.95131e-05
5331	1885.294	61	5.04208e-05
5332	1885.648	72	5.95131e-05
5333	1886.002	69	5.70334e-05
5334	1886.355	77	6.36459e-05
5335	1886.709	76	6.28194e-05
5336	1887.063	79	6.52991e-05
5337	1887.416	71	5.86865e-05
5338	1887.770	80	6.61256e-05
5339	1888.123	72	5.95131e-05
5340	1888.477	82	6.77788e-05
5341	1888.831	75	6.19928e-05
5342	1889.184	83	6.86054e-05
5343	1889.538	56	4.62879e-05
5344	1889.892	82	6.77788e-05
5345	1890.245	89	7.35648e-05
5346	1890.599	92	7.60445e-05
5347	1890.953	94	7.76976e-05
5348	1891.306	63	5.20739e-05
5349	1891.660	82	6.77788e-05
5350	1892.014	57	4.71145e-05
5351	1892.367	77	6.36459e-05
5352	1892.721	80	6.61256e-05
5353	1893.074	79	6.52991e-05
5354	1893.428	78	6.44725e-05
5355	1893.782	81	6.69522e-05
5356	1894.135	68	5.62068e-05
5357	1894.489	66	5.45537e-05
5358	1894.843	93	7.68711e-05
5359	1895.196	86	7.10851e-05
5360	1895.550	78	6.44725e-05
5361	1895.904	77	6.36459e-05
5362	1896.257	88	7.27382e-05
5363	1896.611	84	6.94319e-05
5364	1896.965	75	6.19928e-05
5365	1897.318	68	5.62068e-05
5366	1897.672	55	4.54614e-05
5367	1898.026	61	5.04208e-05
5368	1898.379	67	5.53802e-05
5369	1898.733	79	6.52991e-05
5370	1899.086	73	6.03396e-05
5371	1899.440	75	6.19928e-05
5372	1899.794	76	6.28194e-05
5373	1900.147	84	6.94319e-05
5374	1900.501	88	7.27382e-05
5375	1900.855	74	6.11662e-05
5376	1901.208	80	6.61256e-05
5377	1901.562	80	6.61256e-05
5378	1901.916	84	6.94319e-05
5379	1902.269	73	6.03396e-05
5380	1902.623	97	8.01773e-05
5381	1902.977	79	6.52991e-05
5382	1903.330	88	7.27382e-05
5383	1903.684	79	6.52991e-05
5384	1904.037	74	6.11662e-05
5385	1904.391	83	6.86054e-05
5386	1904.745	81	6.69522e-05
5387	1905.098	77	6.36459e-05
5388	1905.452	85	7.02585e-05
5389	1905.806	74	6.11662e-05
5390	1906.159	81	6.69522e-05
5391	1906.513	80	6.61256e-05
5392	1906.867	78	6.44725e-05
5393	1907.220	88	7.27382e-05
5394	1907.574	71	5.86865e-05
5395	1907.928	72	5.95131e-05
5396	1908.281	77	6.36459e-05
5397	1908.635	75	6.19928e-05
5398	1908.989	81	6.69522e-05
5399	1909.342	72	5.95131e-05
5400	1909.696	82	6.77788e-05
5401	1910.049	84	6.94319e-05
5402	1910.403	88	7.27382e-05
5403	1910.757	82	6.77788e-05
5404	1911.110	77	6.36459e-05
5405	1911.464	78	6.44725e-05
5406	1911.818	71	5.86865e-05
5407	1912.171	70	5.78599e-05
5408	1912.525	85	7.02585e-05
5409	1912.879	80	6.61256e-05
5410	1913.232	82	6.77788e-05
5411	1913.586	77	6.36459e-05
5412	1913.940	85	7.02585e-05
5413	1914.293	76	6.28194e-05
5414	1914.647	74	6.11662e-05
5415	1915.000	67	5.53802e-05
5416	1915.354	80	6.61256e-05
5417	1915.708	66	5.45537e-05
5418	1916.061	64	5.29005e-05
5419	1916.415	73	6.03396e-05
5420	1916.769	74	6.11662e-05
5421	1917.122	92	7.60445e-05
5422	1917.476	66	5.45537e-05
5423	1917.830	80	6.61256e-05
5424	1918.183	86	7.10851e-05
5425	1918.537	71	5.86865e-05
5426	1918.891	62	5.12474e-05
5427	1919.244	84	6.94319e-05
5428	1919.598	77	6.36459e-05
5429	1919.952	83	6.86054e-05
5430	1920.305	78	6.44725e-05
5431	1920.659	91	7.52179e-05
5432	1921.012	75	6.19928e-05
5433	1921.366	70	5.78599e-05
5434	1921.720	73	6.03396e-05
5435	1922.073	64	5.29005e-05
5436	1922.427	69	5.70334e-05
5437	1922.781	58	4.79411e-05
5438	1923.134	76	6.28194e-05
5439	1923.488	82	6.77788e-05
5440	1923.842	66	5.45537e-05
5441	1924.195	70	5.78599e-05
5442	1924.549	87	7.19116e-05
5443	1924.903	70	5.78599e-05
5444	1925.256	77	6.36459e-05
5445	1925.610	68	5.62068e-05
5446	1925.963	71	5.86865e-05
5447	1926.317	58	4.79411e-05
5448	1926.671	71	5.86865e-05
5449	1927.024	71	5.86865e-05
5450	1927.378	74	6.11662e-05
5451	1927.732	82	6.77788e-05
5452	1928.085	79	6.52991e-05
5453	1928.439	67	5.53802e-05
5454	1928.793	72	5.95131e-05
5455	1929.146	76	6.28194e-05
5456	1929.500	78	6.44725e-05
5457	1929.854	83	6.86054e-05
5458	1930.207	64	5.29005e-05
5459	1930.561	67	5.53802e-05
5460	1930.915	73	6.03396e-05
5461	1931.268	81	6.69522e-05
5462	1931.622	92	7.60445e-05
5463	1931.975	78	6.44725e-05
5464	1932.329	65	5.37271e-05
5465	1932.683	82	6.77788e-05
5466	1933.036	80	6.61256e-05
5467	1933.390	92	7.60445e-05
5468	1933.744	76	6.28194e-05
5469	1934.097	78	6.44725e-05
5470	1934.451	70	5.78599e-05
5471	1934.805	81	6.69522e-05
5472	1935.158	74	6.11662e-05
5473	1935.512	87	7.19116e-05
5474	1935.866	85	7.02585e-05
5475	1936.219	88	7.27382e-05
5476	1936.573	85	7.02585e-05
5477	1936.926	87	7.19116e-05
5478	1937.280	66	5.45537e-05
5479	1937.634	76	6.28194e-05
5480	1937.987	72	5.95131e-05
5481	1938.341	74	6.11662e-05
5482	1938.695	77	6.36459e-05
5483	1939.048	53	4.38082e-05
5484	1939.402	67	5.53802e-05
5485	1939.756	67	5.53802e-05
5486	1940.109	71	5.86865e-05
5487	1940.463	65	5.37271e-05
5488	1940.817	79	6.52991e-05
5489	1941.170	82	6.77788e-05
5490	1941.524	82	6.77788e-05
5491	1941.878	66	5.45537e-05
5492	1942.231	81	6.69522e-05
5493	1942.585	63	5.20739e-05
5494	1942.938	89	7.35648e-05
5495	1943.292	70	5.78599e-05
5496	1943.646	71	5.86865e-05
5497	1943.999	74	6.11662e-05
5498	1944.353	79	6.52991e-05
5499	1944.707	66	5.45537e-05
5500	1945.060	60	4.95942e-05
5501	1945.414	72	5.95131e-05
5502	1945.768	65	5.37271e-05
5503	1946.121	54	4.46348e-05
5504	1946.475	71	5.86865e-05
5505	1946.829	75	6.19928e-05
5506	1947.182	64	5.29005e-05
5507	1947.536	77	6.36459e-05
5508	1947.889	88	7.27382e-05
5509	1948.243	89	7.35648e-05
5510	1948.597	72	5.95131e-05
5511	1948.950	65	5.37271e-05
5512	1949.304	98	8.10039e-05
5513	1949.658	74	6.11662e-05
5514	1950.011	92	7.60445e-05
5515	1950.365	109	9.00962e-05
5516	1950.719	102	8.43102e-05
5517	1951.072	113	9.34025e-05
5518	1951.426	102	8.43102e-05
5519	1951.780	94	7.76976e-05
5520	1952.133	112	9.25759e-05
5521	1952.487	72	5.95131e-05
5522	1952.841	78	6.44725e-05
5523	1953.194	82	6.77788e-05
5524	1953.548	69	5.70334e-05
5525	1953.901	72	5.95131e-05
5526	1954.255	66	5.45537e-05
5527	1954.609	94	7.76976e-05
5528	1954.962	96	7.93508e-05
5529	1955.316	79	6.52991e-05
5530	1955.670	79	6.52991e-05
5531	1956.023	72	5.95131e-05
5532	1956.377	77	6.36459e-05
5533	1956.731	82	6.77788e-05
5534	1957.084	81	6.69522e-05
5535	1957.438	94	7.76976e-05
5536	1957.792	76	6.28194e-05
5537	1958.145	73	6.03396e-05
5538	1958.499	93	7.68711e-05
5539	1958.852	85	7.02585e-05
5540	1959.206	93	7.68711e-05
5541	1959.560	91	7.52179e-05
5542	1959.913	91	7.52179e-05
5543	1960.267	72	5.95131e-05
5544	1960.621	76	6.28194e-05
5545	1960.974	62	5.12474e-05
5546	1961.328	83	6.86054e-05
5547	1961.682	78	6.44725e-05
5548	1962.035	70	5.78599e-05
5549	1962.389	57	4.71145e-05
5550	1962.743	72	5.95131e-05
5551	1963.096	80	6.61256e-05
5552	1963.450	68	5.62068e-05
5553	1963.803	80	6.61256e-05
5554	1964.157	59	4.87677e-05
5555	1964.511	88	7.27382e-05
5556	1964.864	79	6.52991e-05
5557	1965.218	71	5.86865e-05
5558	1965.572	72	5.95131e-05
5559	1965.925	88	7.27382e-05
5560	1966.279	63	5.20739e-05
5561	1966.633	69	5.70334e-05
5562	1966.986	70	5.78599e-05
5563	1967.340	83	6.86054e-05
5564	1967.694	71	5.86865e-05
5565	1968.047	77	6.36459e-05
5566	1968.401	77	6.36459e-05
5567	1968.755	75	6.19928e-05
5568	1969.108	80	6.61256e-05
5569	1969.462	68	5.62068e-05
5570	1969.815	72	5.95131e-05
5571	1970.169	75	6.19928e-05
5572	1970.523	65	5.37271e-05
5573	1970.876	73	6.03396e-05
5574	1971.230	81	6.69522e-05
5575	1971.584	74	6.11662e-05
5576	1971.937	71	5.86865e-05
5577	1972.291	76	6.28194e-05
5578	1972.645	68	5.62068e-05
5579	1972.998	83	6.86054e-05
5580	1973.352	66	5.45537e-05
5581	1973.706	71	5.86865e-05
5582	1974.059	74	6.11662e-05
5583	1974.413	75	6.19928e-05
5584	1974.766	84	6.94319e-05
5585	1975.120	74	6.11662e-05
5586	1975.474	79	6.52991e-05
5587	1975.827	79	6.52991e-05
5588	1976.181	94	7.76976e-05
5589	1976.535	76	6.28194e-05
5590	1976.888	65	5.37271e-05
5591	1977.242	78	6.44725e-05
5592	1977.596	79	6.52991e-05
5593	1977.949	75	6.19928e-05
5594	1978.303	86	7.10851e-05
5595	1978.657	69	5.70334e-05
5596	1979.010	75	6.19928e-05
5597	1979.364	75	6.19928e-05
5598	1979.718	62	5.12474e-05
5599	1980.071	66	5.45537e-05
5600	1980.425	73	6.03396e-05
5601	1980.778	63	5.20739e-05
5602	1981.132	71	5.86865e-05
5603	1981.486	83	6.86054e-05
5604	1981.839	61	5.04208e-05
5605	1982.193	79	6.52991e-05
5606	1982.547	63	5.20739e-05
5607	1982.900	66	5.45537e-05
5608	1983.254	70	5.78599e-05
5609	1983.608	67	5.53802e-05
5610	1983.961	71	5.86865e-05
5611	1984.315	74	6.11662e-05
5612	1984.669	73	6.03396e-05
5613	1985.022	67	5.53802e-05
5614	1985.376	71	5.86865e-05
5615	1985.729	66	5.45537e-05
5616	1986.083	75	6.19928e-05
5617	1986.437	76	6.28194e-05
5618	1986.790	60	4.95942e-05
5619	1987.144	74	6.11662e-05
